title,book_name,author,num_chapters,num_tokens,Column 6,cleaned?,outline,processed,pub_year,num_claims,genres,summary
'Twixt Land & Sea: Tales,1055,Joseph Conrad,6,103163,,False,False,False,,,,"The narrative begins with the protagonist, a ship captain, arriving at a port after a long sea voyage. The morning after docking, he is visited by Mr. Jacobus, a prominent local merchant, who unexpectedly boards his ship. Despite the captain's initial suspicion of Jacobus's intentions, he is reminded by a letter from his ship's owners that they had recommended he connect with Jacobus for potential business opportunities. Jacobus's visit, marked by an unusual breakfast spread, piques the captain's curiosity and he decides to pursue the connection, despite his reservations about the commercial world.

The captain attends a funeral of a fellow captain's child, where he observes the emotional reactions of the other sea captains, contrasting with his own detachment. He is approached by Captain H—, whose ship had suffered a loss at sea, and learns that Jacobus had been helpful during the family's crisis. This interaction deepens the captain's intrigue about Jacobus, who seems to be a man of contradictions.

The captain's next encounter with Jacobus reveals more about the merchant's personal life. Jacobus's brother, Ernest, is a wealthy and influential figure in the local business community, but the two brothers have not spoken in years due to a scandal involving Jacobus's infatuation with a circus performer. This scandal resulted in Jacobus becoming an outcast, raising his daughter from the affair in isolation. The captain learns that Jacobus lives with his daughter, Alice, and a domineering old woman who oversees the household.

The captain becomes a frequent visitor to Jacobus's home, driven by a fascination with Alice, a reclusive and mysterious figure. Despite her indifference and the old woman's hostility, he is drawn to Alice's enigmatic presence. Over time, the captain becomes emotionally entangled, struggling with his feelings for Alice, who is portrayed as both contemptuous and alluring.

Jacobus eventually helps the captain by arranging for a supply of much-needed bags for his ship's cargo, facilitating a reconciliation with his brother, Ernest. The captain, in turn, agrees to a deal with Jacobus involving a purchase of potatoes, which he later finds to be a profitable venture due to a potato shortage in the colony. This transaction, however, leaves the captain feeling morally compromised, as it ties him further to Jacobus and the dubious circumstances surrounding the merchant's life.

As the captain prepares to leave port, he reflects on his experiences with Jacobus and Alice. He is haunted by the memory of a kiss with Alice, realizing the depth of his detachment from her and the emptiness of his desires. Despite the financial gain from the potato deal, he is disillusioned and decides to resign his command, feeling that the Indian Ocean and its associations have lost their charm for him. He plans to return home as a passenger, leaving the ship and its future in the hands of his loyal mate, Mr. Burns.

The story concludes with the captain's resignation, underscoring his inner turmoil and the impact of his entanglement with Jacobus and Alice. The narrative explores themes of moral ambiguity, the complexities of human relationships, and the contrast between the allure of adventure and the harsh realities of life."
The Wallet of Kai Lung,1076,Ernest Bramah,16,109198,,False,False,False,,,,"The narrative unfolds with the story of Kai Lung, a storyteller who finds himself in a precarious situation when he is captured by the brigand Lin Yi. In an attempt to save his life, Kai Lung entertains Lin Yi and his followers with tales, including the story of Ling, a young man whose life is marked by a series of unfortunate events.

Ling, the protagonist of the tale, is the youngest of three sons, known for his mild and studious nature. Dissatisfied with the hereditary worship of apes practiced by his family, Ling decides to pursue a literary career by taking the public examinations in Canton, hoping to escape the impending conscription into the army. His journey to Canton is fraught with deceit as he is misled by fellow candidates and manipulated by corrupt officials who extort money from him under the guise of examination fees.

Despite these challenges, Ling manages to sit for the examinations, placing his hopes on his unique knowledge and preparation. However, the results are disappointing as Ling's efforts are neither rewarded nor recognized, leaving him in a state of despair. His fortunes take a further downturn when he is unexpectedly appointed as a commander of archers in Si-chow, a role for which he feels ill-suited due to his lack of military experience.

Upon arriving in Si-chow, Ling encounters the harsh realities of his new position. The region is rife with rebellion, and the bowmen under his command are undisciplined and untrustworthy. Ling's attempts to lead are undermined by the self-serving Chief of Bowmen and the treacherous Mandarin Li Keen, whose cowardice and deceitful reports to Peking paint Ling as incompetent and dead, despite Ling's valiant efforts to defend the town from rebels.

Amidst the turmoil, Ling finds solace in Mian, a maiden whose life he saves from bandits. Their mutual affection grows, but Ling's duties and the manipulations of those in power keep them apart. Ling's journey to Canton to report the truth of his actions is met with further betrayal, as the official records have been altered to discredit him. Disillusioned and officially declared dead, Ling contemplates his fate and the hopelessness of his situation.

In a final act of despair, Ling drinks a potion given to him by Mian, intended as a means of escape from unbearable circumstances. The narrative leaves Ling's fate ambiguous, reflecting the overarching theme of the story: the struggle against an unjust fate and the pursuit of integrity in a world rife with corruption and deceit. Through Kai Lung's storytelling, the brigands are entertained and perhaps enlightened, as the tale of Ling serves as both a cautionary and inspirational narrative about resilience and the complexities of destiny."
In the Cage,1144,Henry James,26,51369,,False,False,False,,,,"In a bustling London telegraph office, a young woman navigates the intricacies of her job while observing the lives of the affluent customers who frequent the establishment. This unnamed protagonist, who works at Cocker’s, a telegraph office, is keenly aware of the disparity between her modest life and the opulence of her clients. Her job allows her to glimpse into the private affairs of the upper class, and she becomes adept at piecing together their stories through the telegrams they send. The narrative unfolds in a non-linear fashion, revealing her inner world and her interactions with key characters.

Among these characters is Mrs. Jordan, a widow who has reinvented herself by managing floral decorations for the elite. Mrs. Jordan embodies the possibility of upward mobility, and her stories of mingling with the upper class intrigue the protagonist. The young woman is torn between the allure of Mrs. Jordan’s world and her own reality, which includes her engagement to Mr. Mudge, a grocer with aspirations of his own. Mr. Mudge is practical and devoted, yet he represents the mundane life she feels trapped in.

The protagonist’s life takes a turn when she becomes fascinated by Captain Everard, a dashing and enigmatic figure who frequently visits the telegraph office. He is involved with Lady Bradeen, a beautiful and socially prominent woman, and their relationship is fraught with intrigue and scandal. The young woman is drawn to Captain Everard, seeing in him a glimpse of the glamorous life she yearns for. She becomes emotionally invested in his affairs, interpreting his telegrams and imagining the high-stakes drama of his world.

Captain Everard’s interactions with the protagonist suggest a mutual awareness, and she fantasizes about being part of his life. Her feelings for him are complicated by her engagement to Mr. Mudge, who represents stability and security. The protagonist’s internal conflict is exacerbated by her observations of the rich, whom she simultaneously envies and despises for their excess and frivolity.

As the story progresses, the young woman’s relationship with Captain Everard remains ambiguous. She oscillates between her duty to Mr. Mudge and her fascination with the Captain’s world. Her imagination and emotional involvement in the lives of her clients provide an escape from her own constraints, yet they also highlight the limitations of her position. The narrative delves into themes of class disparity, the allure of wealth, and the search for identity and fulfillment.

Ultimately, the protagonist’s journey is one of self-discovery. She grapples with her desires and the reality of her circumstances, recognizing that the world of the affluent is both seductive and unattainable. Her connection with Captain Everard, though never fully realized, serves as a catalyst for her introspection and her understanding of her place in the world. The story concludes with her acceptance of her life and her decision to marry Mr. Mudge, embracing the stability he offers while acknowledging the dreams she must leave behind.

The narrative weaves together the protagonist’s experiences at Cocker’s, her interactions with Mrs. Jordan and Mr. Mudge, and her fascination with Captain Everard, creating a rich tapestry of longing, ambition, and the complexities of human relationships. Through her eyes, we see the stark contrasts between different social strata and the universal quest for meaning and connection."
Rupert of Hentzau: From The Memoirs of Fritz Von Tarlenheim,1145,Anthony Hope,21,118155,,False,False,False,,,,"The story unfolds in the fictional European country of Ruritania, where political intrigue and personal vendettas intertwine. The narrative begins with the return of Rudolf Rassendyll to Ruritania, a man who once impersonated the king, Rudolf V, due to their uncanny resemblance. This time, Rudolf is drawn back into the country's affairs due to a letter written by Queen Flavia, which falls into the hands of the treacherous Count Rupert of Hentzau.

Rudolf's mission is to retrieve the letter, which could ruin the queen's reputation if it reaches the king. The letter was stolen by Rupert, a cunning and ruthless adversary, who is aided by his cousin, the Count of Luzau-Rischenheim. Rassendyll's allies include Colonel Sapt, the loyal constable of Zenda, and Fritz von Tarlenheim, a nobleman devoted to the queen.

As Rudolf navigates the dangerous political landscape, he encounters numerous obstacles. Rischenheim attempts to deliver the letter to the king, but Rudolf and Sapt intercept him. They manage to steal a copy of the letter from Rischenheim but fail to capture Rupert, who remains a looming threat.

The plot thickens when the king, unaware of the letter's existence, decides to spend time at a hunting lodge. This decision coincides with Rupert's plan to meet the king and use the letter as leverage. However, a series of events leads to the king's accidental death at the hands of Rupert, who is forced to kill him in self-defense during a confrontation.

With the king dead and Rupert still at large, Rassendyll and his allies must act quickly to prevent the letter from being exposed. They decide to keep the king's death a secret temporarily, hoping to capture Rupert and retrieve the letter before the truth comes out. Meanwhile, Queen Flavia, driven by a recurring dream and a sense of foreboding, travels to Strelsau, unaware of the king's fate.

The narrative culminates in a tense game of cat and mouse between Rassendyll and Rupert. Rassendyll's mission is complicated by the queen's presence in the capital and the need to maintain the illusion that the king is still alive. The story explores themes of duty, honor, and the personal sacrifices made for love and country.

Ultimately, the characters are driven by their loyalty to the queen and the desire to protect her honor, even at great personal risk. The story ends with a reflection on the consequences of their actions and the enduring legacy of Rudolf Rassendyll, whose courage and cunning continue to inspire those who knew him."
The Story of the Volsungs (Volsunga Saga); with Excerpts from the Poetic Edda,1152,unknown,43,88753,,False,False,False,,,,"The story begins with the tale of Sigi, a man known as the son of Odin, who becomes an outlaw after killing a thrall named Bredi out of jealousy. Forced to flee, Sigi embarks on a life of warfare and eventually becomes a king, ruling over the land of the Huns. He marries a noble woman and has a son named Refir, who grows up in his father's house.

As the narrative unfolds, we encounter the Volsungs, a powerful family with a tragic destiny. Sigmund, a son of King Volsung, becomes a central figure in the saga. He and his sister Signy are twins, and their lives are intertwined with themes of betrayal and vengeance. Signy is married off to King Siggeir, who later betrays and kills King Volsung. Sigmund, the sole surviving son, vows revenge.

Sigmund's son, Sinfjotli, is born from a union with his sister Signy, who seeks to produce a child capable of avenging their father. Sinfjotli grows up to be a fierce warrior, and together with Sigmund, they set out to kill Siggeir. After a series of battles and betrayals, they succeed, but Signy chooses to die with Siggeir, having fulfilled her purpose.

The narrative then shifts to Sigurd, a hero of unmatched prowess, who slays the dragon Fafnir and takes its hoard of gold. Sigurd becomes entangled in a web of love and betrayal as he is manipulated into marrying Gudrun, the daughter of King Giuki, despite his love for Brynhild, a Valkyrie. Brynhild, feeling betrayed, orchestrates a series of tragic events that lead to Sigurd's death at the hands of Gudrun's brothers, Gunnar and Hogni.

Gudrun, consumed by grief and anger, eventually marries Atli, the brother of Brynhild. Atli invites Gunnar and Hogni to his court with the intention of killing them to seize their wealth. Despite warnings and ominous dreams, the brothers accept the invitation. They are captured, and Atli demands the location of the treasure. Hogni's heart is cut out, and Gunnar is thrown into a pit of serpents, where he dies playing a harp with his toes to lull the snakes.

Gudrun avenges her brothers by killing her own sons with Atli, serving their flesh to him, and finally killing Atli. After the destruction of Atli's hall, Gudrun attempts to drown herself but is carried by the waves to the land of King Jonakr, whom she marries, and they have children together.

The saga concludes with the tragic tale of Gudrun's daughter, Swanhild, who is married to King Jormunrek. She is falsely accused of infidelity and executed. Gudrun urges her sons by Jonakr to avenge their sister, but they fail, resulting in their deaths and the end of the Volsung lineage.

Throughout the saga, themes of fate, revenge, and the inescapable nature of destiny are explored, with the characters' lives intertwined in a tapestry of heroism and tragedy. The story is a rich tapestry of Norse mythology, exploring the complexities of human emotions and the inevitable consequences of actions driven by love, betrayal, and vengeance."
The Chessmen of Mars,1153,Edgar Rice Burroughs,22,121915,,False,False,False,,,,"In a world of intrigue, mystery, and adventure on the planet Barsoom, Tara of Helium, the daughter of John Carter, Warlord of Mars, and Dejah Thoris, finds herself embroiled in a series of dangerous escapades. The narrative unfolds against the backdrop of the twin cities of Helium, where Tara is courted by Djor Kantos, a nobleman, and Gahan, Jed of Gathol, who harbors a secret affection for her.

Tara, a spirited and independent princess, embarks on a solo flight in her flier, only to be caught in a fierce storm that carries her far from home. She lands in the mysterious and perilous land of Bantoom, inhabited by the kaldanes—intelligent creatures with disproportionately large heads that control headless bodies called rykors. Captured by these strange beings, Tara encounters Ghek, a kaldane who becomes an unexpected ally.

Meanwhile, Gahan, who secretly loves Tara, sets out on a daring quest to rescue her. He faces numerous challenges, including battling the elements and the formidable banths, Martian lions that roam the planet's desolate landscapes. Gahan's journey is fraught with danger, but his resolve is unwavering as he navigates the treacherous terrain in search of Tara.

In Bantoom, Tara learns of the kaldanes' unique society, where intellect is prized above all else, and emotions and physical pleasures are considered weaknesses. Despite their differences, Tara's singing captivates Ghek, who begins to question the kaldanes' way of life. Tara's resilience and courage shine as she plots her escape, determined to return to Helium and her family.

As Gahan closes in on Tara's location, he discovers her flier and pieces together the events that led to her capture. His strategic mind and warrior skills are put to the test as he infiltrates the kaldane city, battling foes and overcoming obstacles to reach Tara.

The climax of the story sees Gahan and Tara reunited, but their escape is not without peril. They must outwit the kaldanes and navigate the hostile environment to find safety. Along the way, Tara realizes Gahan's true identity as the Jed of Gathol, and her feelings for him deepen.

The narrative is a tapestry of adventure, romance, and the exploration of different cultures and philosophies. It challenges the characters to confront their beliefs and adapt to survive in a world that is both wondrous and deadly. Tara's journey is one of self-discovery, as she learns to balance her royal duties with her desires and affections.

Ultimately, the story of Tara of Helium is a testament to the enduring spirit of adventure and the power of love and loyalty in the face of adversity. It highlights the complexities of Martian society and the indomitable will of its people, as they navigate the challenges of their world with courage and determination."
The Secret Adversary,1155,Agatha Christie,29,112329,,False,False,False,,,,"In the early 20th century, two young friends, Tommy Beresford and Prudence ""Tuppence"" Cowley, find themselves jobless and broke after World War I. To improve their fortunes, they decide to form a partnership called ""The Young Adventurers, Ltd.,"" offering their services for any kind of work, especially adventures. Their first break comes when Tuppence is approached by a mysterious man named Whittington, who offers her a lucrative job if she assumes the identity of a girl named Jane Finn. Sensing something amiss, Tuppence becomes intrigued and decides to investigate further.

Jane Finn is a young American woman who was aboard the Lusitania when it was sunk by a German U-boat during the war. She was entrusted with secret documents vital to the Allies' war effort, but she disappeared after the sinking. The documents are believed to be a draft treaty, which, if exposed, could destabilize the British government and aid revolutionary forces.

Tommy and Tuppence's investigation leads them to a web of espionage involving a shadowy figure known only as ""Mr. Brown,"" who is orchestrating a conspiracy against the British government. The duo encounters various characters, including Julius P. Hersheimmer, a wealthy American searching for his cousin Jane Finn, and Sir James Peel Edgerton, a prominent lawyer who becomes their ally.

As they delve deeper, Tommy and Tuppence face numerous dangers, including being kidnapped and nearly killed. They learn that Mr. Brown is a master of disguise and manipulation, with agents embedded throughout society. Despite the odds, they manage to uncover the truth about Jane Finn and the whereabouts of the secret documents.

In a climactic confrontation, it is revealed that Sir James Peel Edgerton himself is Mr. Brown. The Young Adventurers, with the help of their allies, manage to thwart his plans and retrieve the documents. Jane Finn is found safe, and the conspiracy is dismantled.

Throughout their journey, Tommy and Tuppence's friendship deepens, and they realize their feelings for each other. The adventure concludes with the promise of a shared future, both professionally and personally, as they plan to continue their partnership in solving mysteries and embarking on new adventures."
Penrod and Sam,1158,Booth Tarkington,24,99509,,False,False,False,,,,"In the book, we follow the adventures of Penrod Schofield, a young boy living in a small town, as he navigates the complexities of childhood, friendship, and moral dilemmas. The narrative unfolds in a series of episodic chapters, each presenting a new challenge or misadventure for Penrod and his friends.

In the first chapter, Penrod and his best friend, Sam Williams, invent a game called ""bonded pris'ner,"" which involves capturing and rescuing prisoners using imaginary swords. The game leads to chaotic chases through the neighborhood, causing distress to the local residents. The boys' creativity and imagination are on full display, but their antics often result in unintended consequences.

As the story progresses, Penrod's interactions with his family, particularly his sister Margaret, reveal the dynamics of a typical early 20th-century household. Penrod's mother, Mrs. Schofield, worries about his health and behavior, often projecting her own anxieties onto him. This theme is explored in a chapter where Penrod's mother returns from a trip and is consumed with guilt for leaving her family, particularly Penrod, whom she imagines as being helpless without her.

Penrod's school life is another focal point of the narrative. He struggles with the monotony and perceived irrelevance of his education, leading to frequent daydreaming and misbehavior. In one chapter, Penrod is tasked with writing a letter for a school assignment, but he ends up accidentally reading aloud a personal letter written by his sister, causing embarrassment and ridicule from his classmates.

The book also delves into Penrod's interactions with his peers, including his enmity with Georgie Bassett, a boy who is considered a model student and is often used as a benchmark by parents. Penrod's feelings of inadequacy and jealousy are compounded by the adults' constant comparisons between him and Georgie, leading to a series of humorous yet poignant incidents.

One of the central themes of the book is Penrod's longing for adventure and his fascination with the idea of being a hero. This is exemplified in a chapter where he becomes enamored with the idea of owning a real pistol after witnessing a brass band performance. His imagination runs wild with visions of heroism and power, but the reality of owning a dangerous weapon brings about a sobering realization of responsibility and consequence.

Throughout the book, Penrod's misadventures often lead to moral lessons, though not always in a straightforward manner. In one instance, Penrod and Sam find an old horse named Whitey and decide to keep him, believing they will receive a reward. Their efforts to care for the horse are misguided but earnest, and they eventually learn the value of compassion and responsibility.

The book concludes with Penrod receiving an unexpected reward for his kindness to Whitey, highlighting the theme of unintended consequences and the idea that good deeds, even when not perfectly executed, can lead to positive outcomes.

Overall, the book captures the essence of childhood with humor and empathy, portraying Penrod as a relatable and endearing character whose flaws and virtues are universally recognizable. The narrative is a tapestry of childhood experiences, blending adventure, mischief, and moral growth in a way that resonates with readers of all ages."
Fire-Tongue,1159,Sax Rohmer,34,91393,,False,False,False,,,,"Paul Harley, a renowned investigator, finds himself embroiled in a mysterious case following the sudden death of Sir Charles Abingdon. Sir Charles had approached Harley with concerns about his safety, hinting at a danger associated with the term ""Fire-Tongue"" and a man named Nicol Brinn. Shortly after, Sir Charles dies under suspicious circumstances, uttering the words ""Fire-Tongue"" and ""Nicol Brinn"" before his death. Harley is convinced that Sir Charles was murdered and begins to unravel the mystery surrounding these cryptic words.

Nicol Brinn, an enigmatic American millionaire with a reputation for eccentricity and a penchant for danger, is implicated in the mystery. Despite his apparent fear and knowledge of ""Fire-Tongue,"" Brinn is tight-lipped, refusing to divulge what he knows, which adds to Harley's suspicion that a powerful and dangerous secret organization is at play. Brinn's reluctance to speak is driven by fear of retribution from this organization, which he has encountered before in India.

Phil Abingdon, Sir Charles's daughter, becomes a central figure in Harley's investigation. She is a vibrant and strong-willed woman who is also being courted by Ormuz Khan, a wealthy and mysterious Persian with connections to international finance. Harley is wary of Ormuz Khan and suspects his involvement in the sinister events surrounding Sir Charles's death.

As Harley delves deeper into the case, he discovers that Sir Charles had been under surveillance and had received a bogus message that led him away from his home shortly before his death. Harley's investigation reveals that Sir Charles had been researching ""Fire-Tongue,"" a secretive cult with roots in India, and had come across dangerous information that led to his murder.

The investigation takes Harley into the shadowy world of international intrigue, where he learns of a secret temple and the cult's influence stretching from the East to the West. Nicol Brinn, who has been haunted by his own encounter with the cult, eventually reveals that he had been branded with the mark of ""Fire-Tongue"" during his travels in India, a mark that signifies membership or association with the cult.

The story unfolds with Harley's relentless pursuit of the truth, his protective instincts towards Phil Abingdon, and his determination to uncover the identity of ""Fire-Tongue"" and the extent of the cult's reach. As he navigates through a web of deceit, danger, and hidden motives, Harley must confront the powerful forces at play and ensure the safety of those involved, all while unraveling the mystery that led to Sir Charles Abingdon's untimely death."
The iron heel,1164,Jack London,25,122598,,False,False,False,,,,"In the early 20th century, Avis Everhard reflects on her transformative journey from a sheltered academic environment to becoming a key figure in a revolutionary movement. Her transition begins when she meets Ernest Everhard, a charismatic and radical socialist leader, who challenges her understanding of society and exposes her to the harsh realities faced by the working class. Ernest's influence is profound, and Avis finds herself drawn to his passionate ideals and eventually falls in love with him.

Ernest, a former laborer turned intellectual, is deeply involved in the socialist movement, advocating for the rights of the proletariat against the oppressive capitalist system. He is a powerful orator, capable of captivating and unsettling audiences with his incisive critiques of capitalism. Avis's father, a university professor, invites Ernest to their home, where he debates with other intellectuals and exposes the moral and ethical failings of the ruling class. Through these interactions, Avis becomes increasingly aware of the injustices perpetuated by the capitalist system, particularly after investigating the case of Jackson, a worker who lost his arm in an industrial accident and received no compensation.

As Avis becomes more involved in the movement, she witnesses the growing tensions between the working class and the oligarchs, the wealthy elite who control the means of production and the government. The oligarchs, fearing the rise of socialism, begin to tighten their grip on power, using the military and legal systems to suppress dissent. Ernest, aware of the impending conflict, prepares for a revolution, believing that the only way to achieve true equality is through the overthrow of the capitalist system.

The narrative unfolds against the backdrop of a rapidly changing society, where the oligarchs consolidate their power through trusts and monopolies, squeezing out small business owners and exacerbating the divide between the rich and the poor. The middle class, caught between the oligarchs and the proletariat, struggles to maintain its position, but ultimately faces a decline as the forces of capitalism and socialism clash.

Avis and Ernest's relationship deepens as they navigate the challenges of their revolutionary work. They marry and continue to fight for the cause, even as the threat of violence and repression looms large. The revolution gains momentum, with strikes and uprisings occurring across the country, but the oligarchs respond with brutal force, using the military to crush the insurgents.

Throughout the narrative, Avis grapples with her own beliefs and the implications of the revolution. She witnesses the sacrifices made by her comrades, the harsh realities of life for the working class, and the moral complexities of the struggle for justice. Despite the setbacks and the personal risks, Avis remains committed to the cause, inspired by Ernest's unwavering dedication and the vision of a more equitable society.

The story culminates in the Chicago Commune, a failed uprising that results in widespread destruction and loss of life. The revolutionaries are defeated, but the struggle continues, as the seeds of change have been sown. Avis reflects on the events and the lessons learned, recognizing the enduring power of the human spirit and the inevitability of social evolution.

Through Avis's eyes, the narrative explores themes of power, justice, and the relentless pursuit of equality. It is a poignant and thought-provoking examination of the social and economic forces that shape human history and the enduring struggle for a better world."
A Strange Disappearance,1167,Anna Katharine Green,20,70749,,False,False,False,,,,"A young detective named Q recounts a mysterious case he encountered, which involved the sudden disappearance of a girl named Emily from the household of Mr. Blake, a wealthy bachelor living in New York City. The case begins when a concerned housekeeper, Mrs. Daniels, visits the detective precinct to report that Emily, a sewing girl living in Mr. Blake's home, has vanished under suspicious circumstances.

Q and his superior, Mr. Gryce, investigate the room from which Emily disappeared and discover signs of a struggle, including a torn curtain and an open window leading to the roof of an extension. Drops of blood are found on the window sill, suggesting foul play. Mrs. Daniels insists that Emily would never have left voluntarily, and expresses a deep, almost personal concern for the girl's safety, hinting at a secret she cannot reveal.

As the investigation unfolds, Q learns more about Mr. Blake, a reclusive and enigmatic figure who avoids social gatherings and seems uninterested in his servants. Despite his aloofness, Mr. Blake becomes involved when he learns of Emily's disappearance, though he claims to know little about her.

Q's investigation leads him to shadow Mr. Blake, who exhibits unusual behavior by frequenting the lower parts of the city, seemingly searching for someone. This behavior raises suspicions about his involvement in Emily's disappearance. Meanwhile, Q discovers a connection between Mr. Blake and a notorious pair of criminals, the Schoenmakers, who have recently escaped from prison.

The case takes a turn when a body matching Emily's description is found in the East River, but the discovery of golden hair on the body contradicts the description given by Fanny, a housemaid, who claimed Emily had black hair. This discrepancy leads Q to question the reliability of Fanny's account and the true identity of the missing girl.

As the investigation deepens, it is revealed that Emily is actually Luttra Blake, Mr. Blake's estranged wife. She had been living in disguise in his house, unknown to him, to protect him from the criminal activities of her father and brother, the Schoenmakers. Luttra had left the house under duress to prevent harm from coming to Mr. Blake, demonstrating her love and devotion despite their estrangement.

The case concludes with the capture of the Schoenmakers, facilitated by Q's discovery of their hideout. Mr. Blake, now aware of Luttra's true identity and her sacrifices, seeks to reconcile with her. However, Luttra, burdened by the shame of her family's crimes, initially refuses to return to him. It is only after the revelation of Mr. Blake's father's will, which leaves his fortune to Luttra, that she agrees to reunite with her husband, not for the money, but because of their mutual love and understanding. The story ends with their reconciliation, as Luttra takes her rightful place beside Mr. Blake, ready to face the future together."
The Return of Dr. Fu-Manchu,1183,Sax Rohmer,33,105041,,False,False,False,,,,"The narrative unfolds with Dr. Petrie, a close associate of the astute Nayland Smith, who is embroiled in the relentless pursuit of the malevolent Dr. Fu-Manchu. This sinister figure, a brilliant but nefarious Chinese mastermind, poses a grave threat to Western civilization with his intricate plots and deadly agents.

The story kicks off with a mysterious conversation between Petrie and the Rev. J.D. Eltham, who expresses concern over the possible resurgence of Dr. Fu-Manchu. Eltham's fears seem warranted when a series of bizarre and lethal events begin to unfold, suggesting that Fu-Manchu's dark hand is at work once more.

Petrie and Smith's investigation takes them through a labyrinth of danger and deception. They encounter various characters, including the enigmatic and beautiful Karamaneh, a former ally who now seems to have returned to Fu-Manchu's fold. Her presence adds a layer of complexity and emotional turmoil for Petrie, who harbors deep feelings for her.

Throughout the narrative, Smith and Petrie face numerous life-threatening situations orchestrated by Fu-Manchu's cunning. These include encounters with venomous creatures, traps, and the Doctor's insidious agents who operate under the cover of darkness. The duo's relentless pursuit leads them to various locales, including the eerie Gables, a house with a reputation for being haunted, where they uncover one of Fu-Manchu's fiendish plots involving a deadly creature.

As they delve deeper, Nayland Smith's resourcefulness and Petrie's medical expertise are put to the test. They discover that Fu-Manchu has been using a network of secret passages and hideouts across London, including an underground lair connected to an art studio. The tension escalates when they learn that Fu-Manchu's plans involve not only personal vendettas but also a broader conspiracy threatening global stability.

The story reaches a climax with a daring raid on one of Fu-Manchu's hideouts, where Petrie and Smith narrowly escape death. In a dramatic twist, Karamaneh plays a pivotal role in their survival, revealing her complex loyalties and the inner conflict between her past allegiance to Fu-Manchu and her feelings for Petrie.

In the end, although Fu-Manchu's current scheme is thwarted, he remains at large, a shadowy figure whose genius for evil continues to loom over Smith and Petrie's lives. The narrative closes with the realization that the battle against Fu-Manchu is far from over, leaving a lingering sense of suspense and the promise of future confrontations.

The novel is a gripping tale of intrigue, danger, and the relentless struggle between good and evil, set against the backdrop of early 20th-century London. It explores themes of loyalty, love, and the moral complexities faced by those who stand against the forces of darkness."
The Lair of the White Worm,1188,Bram Stoker,28,79138,,False,False,False,,,,"Adam Salton, a young man from Australia, receives an invitation from his grand-uncle, Richard Salton, to visit him in England and potentially make it his permanent home. Delighted by the prospect, Adam travels to Lesser Hill, where he is warmly welcomed by his grand-uncle and introduced to Sir Nathaniel de Salis, a family friend and local historian.

The setting is the heart of the old kingdom of Mercia, a region rich in history and legend. Among the notable places is Diana's Grove, also known as ""The Lair of the White Worm,"" a site with a dark past involving monstrous serpents. Another important location is Castra Regis, the ancestral home of the Caswall family, who have a reputation for being cold, dominant, and possibly connected to dark forces.

Edgar Caswall, the current heir of Castra Regis, returns from Africa, bringing with him a sinister African servant named Oolanga. Caswall is a man of formidable presence, with a hypnotic gaze that unsettles those around him. Lady Arabella March, the mysterious and beautiful mistress of Diana's Grove, is also introduced. She is a woman with a dark reputation and a possible connection to the White Worm.

Adam becomes acquainted with the Watford family, particularly Lilla and Mimi, two cousins who live at Mercy Farm. Lilla is fair and gentle, while Mimi, with her exotic looks, is fiercely protective of her cousin. Adam is immediately drawn to Mimi, and a bond forms between them.

As Adam settles into his new life, strange occurrences begin to unfold. Oolanga, with his malevolent presence, seems to have a mysterious power, and Lady Arabella's behavior raises suspicions. Adam, along with Sir Nathaniel, starts to investigate the legends and the current events, suspecting that the White Worm, a monstrous creature from ancient times, might still be a threat.

The story delves into themes of superstition, ancient evil, and the struggle between good and evil. Adam's quest to uncover the truth leads him to confront the possibility that Lady Arabella is connected to the White Worm. The narrative builds tension as Adam prepares to combat this ancient evil, using his knowledge and resources to protect those he cares about.

Throughout the story, the characters navigate a world where the past and present intertwine, and where ancient legends may hold the key to understanding the dangers they face. As Adam and his allies delve deeper into the mystery, they uncover a web of intrigue and danger that threatens to consume them all. The climax of the story involves a battle against the monstrous forces at play, with Adam determined to destroy the White Worm and protect Mimi and the others from its malevolent influence."
