title,book_name,author,num_chapters,num_tokens,Column 6,cleaned?,outline,processed,pub_year,num_claims,genres,summary,Column 1,Column 2,Column 3,Column 4,Column 5,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22
What Katy Did,8994,Susan Coolidge,13,72116,,False,False,False,,,,"The story revolves around Katy Carr, a lively and imaginative twelve-year-old girl, who lives in the town of Burnet with her family. The Carr family consists of six children: Katy, Clover, Elsie, Dorry, Johnnie, and little Phil. Their father, Dr. Carr, is a kind and busy man, often away attending to his patients. The children's mother passed away when Phil was a baby, leaving Aunt Izzie, Dr. Carr's sister, to take care of them. Aunt Izzie is a strict and particular woman who struggles to understand the high-spirited children, especially Katy, who is always full of plans and often gets into scrapes.

Katy, the eldest, is a dreamer with grand plans for the future, wanting to do something heroic and become famous. However, her plans often lead to misadventures, like when she gets into trouble at school for inventing a noisy game or when she falls out of a swing, resulting in a severe injury that confines her to bed. This accident becomes a turning point in Katy's life, as she must learn patience and resilience while being bedridden.

During her recovery, Katy receives a visit from her cousin Helen, who is also an invalid. Cousin Helen is a source of inspiration for Katy, teaching her the importance of patience, cheerfulness, and making the best of her situation. She encourages Katy to view her room as a school where she can learn valuable lessons, such as neatness and hopefulness. Helen's visit and advice help Katy see her illness as an opportunity to grow and to be a source of comfort to her family.

As Katy adjusts to her new circumstances, she becomes more thoughtful and considerate, realizing that she can still be of use to her siblings by making her room a welcoming place for them. This change in perspective helps Katy to become the ""heart of the house,"" as Cousin Helen had suggested. With time, Katy learns to manage her emotions better and finds joy in small things, setting an example for her younger siblings.

Throughout the story, Katy's relationships with her family members evolve. She becomes closer to her siblings, especially Elsie, who is deeply devoted to her. Katy also learns to appreciate Aunt Izzie's efforts and kindness, recognizing the love and care behind her strict demeanor. The novel highlights the themes of personal growth, the importance of family, and the power of kindness and patience in overcoming adversity.

Katy's journey from a careless, dreamy girl to a thoughtful and loving sister is marked by her ability to adapt to her limitations and find strength in her challenges. Her story is one of resilience and transformation, as she learns to navigate the complexities of life with grace and optimism.",,,,,,,,,,,,,,,,,,,,,
What Katy Did Next,8995,Susan Coolidge,11,79196,,False,False,False,,,,"In a delightful narrative set during the late 19th century, Katy Carr embarks on a European adventure with her friend, Mrs. Polly Ashe, and her daughter, Amy. The journey begins with a challenging voyage across the Atlantic, where Katy experiences the trials of sea travel, including bouts of sea-sickness and the peculiarities of life on board a ship. Despite these early hardships, Katy's spirits remain high, buoyed by amusing letters and gifts from her friend Rose Red, which add a touch of whimsy to the voyage.

Upon arriving in England, Katy is enchanted by the historical richness and quaint charm of the places she visits. She explores the storied streets of London, visiting iconic landmarks like Westminster Abbey and the Tower of London, and indulges in the literary history of the city by tracing the footsteps of famous authors and fictional characters. Her journey through England is a blend of excitement and nostalgia, as she connects the sights with her extensive reading.

The narrative shifts as the travelers move to France, where they experience the cultural vibrancy of Paris. Despite the persistent rain, Katy finds joy in the city's artistic treasures and indulges in a bit of shopping. However, the highlight of their French sojourn is the picturesque drive along the Cornice Road to Nice, where the Mediterranean's azure beauty captivates them.

In Nice, the travelers settle into the charming Pension Suisse, where they encounter Katy's distant relatives, Mrs. Page and her daughter Lilly, whose presence adds a social dynamic to their stay. Katy's genuine nature and unassuming charm win her new friends, including Lieutenant Ned Worthington, Mrs. Ashe's brother, who becomes a frequent companion on their excursions.

As they continue their journey to Italy, Katy is thrilled by the classical allure of Rome and the historical depth of Naples. However, the trip takes a serious turn when Amy falls ill with Roman fever, prompting a shift from carefree exploration to the challenges of caring for a sick child in a foreign land. Katy's resourcefulness and calm demeanor prove invaluable as she supports Mrs. Ashe through this difficult time.

Throughout the narrative, Katy's character shines through her adaptability, kindness, and enthusiasm for learning. Her experiences highlight the joys and trials of travel, the beauty of new friendships, and the bittersweet nature of parting. The story is a rich tapestry of cultural exploration, personal growth, and the enduring bonds of friendship, set against the backdrop of a Europe that is both enchanting and challenging.",,,,,,,,,,,,,,,,,,,,,
The Bacillus of Beauty: A Romance of To-day,9081,Harriet Stark,34,124082,,False,False,False,,,,"The narrative follows the life of Helen Winship, a young woman from a humble background who embarks on a transformative journey in pursuit of beauty and knowledge. Growing up on a prairie farm, Helen is initially confronted with the harsh realization of her plainness, which becomes a pivotal moment in her life. Her desire for beauty is sparked by a boy's teasing, leading her to embark on a quest for self-improvement. Helen's determination to cultivate her mind and body is fueled by a Sunday school teacher's advice, emphasizing health and intelligence as pathways to beauty.

Helen's academic journey begins in a small district school, where she excels and dreams of attending the State University. Supported by her father, she eventually achieves this goal, thriving in the collegiate environment and forming a significant bond with John Burke, her former teacher. Their relationship blossoms into a romantic engagement, although Helen's aspirations extend beyond the confines of her rural upbringing.

After graduation, Helen moves to New York City, where she enrolls in Barnard College to pursue postgraduate studies. Her life takes a dramatic turn when she meets Prof. Darmstetter, a renowned biologist, who becomes fascinated by her potential. Unbeknownst to Helen, Darmstetter possesses a secret that will change her life forever—the Bacillus of Beauty, a scientific discovery capable of bestowing perfect beauty.

Under Darmstetter's influence, Helen undergoes a miraculous transformation, becoming the most beautiful woman in the world. Her newfound beauty brings both adulation and envy, thrusting her into the spotlight and altering her relationships. As Helen navigates the complexities of her new life, she grapples with the challenges that come with extraordinary beauty, including societal expectations and personal desires.

Despite her external transformation, Helen remains introspective, reflecting on her journey and the price of beauty. Her relationship with John Burke is tested as she becomes entangled in the glamorous yet superficial world of New York society. Helen's story is one of self-discovery, ambition, and the pursuit of happiness, ultimately questioning the true value of beauty in a world that prizes it above all else.

Throughout her journey, Helen's character evolves, revealing the inner conflicts and aspirations that drive her. Her story is a poignant exploration of the human desire for transformation and the complexities of identity in the face of societal pressures. As Helen's tale unfolds, it serves as a testament to the enduring quest for self-improvement and the eternal allure of beauty.",,,,,,,,,,,,,,,,,,,,,
The Slave of the Lamp,9195,Henry Seton Merriman,28,109062,,False,False,False,,,,"In a bustling Parisian street, the Rue St. Gingolphe, a tobacconist named Mr. Jacquetot sits in his shop, observing the ever-changing political landscape. The street, once called Rue de l'Empire, reflects France's sensitive political history. Jacquetot, a large man known for his constant perspiration, runs a shop that caters to the young men of the area, selling low-quality tobacco products. The shop's back entrance leads to a courtyard shared with Madame Perinère, a local modiste.

Jacquetot's affairs are not what they seem. He is involved in clandestine activities linked to the political unrest in France. One evening, he receives a visitor, a well-dressed man with a bird-like profile and hawk-like eyes. This man is involved in the political machinations of the time, using the people as tools for his ends. The conversation reveals a deep distrust of the people and a reliance on their ignorance to further political goals.

Meanwhile, in England, Christian Vellacott, a young journalist, is urged by his editor, Mr. Bodery, to take a much-needed break from his work at the _Beacon_, a prominent weekly newspaper. Christian is dedicated and overworked, living in a small Chelsea home with his elderly aunts, Judith and Hester. The aunts are frail and mentally deteriorating, and Christian dutifully cares for them while managing his demanding career.

Christian decides to visit his childhood friends, the Carews, in St. Mary Western, Dorset. There, he reconnects with Sidney Carew and his sisters, Molly and Hilda. Hilda, a beautiful young woman with golden hair, is engaged to Frederick Farrar, a local squire. Christian finds himself unsettled by this engagement, as he senses a change in Hilda and questions the suitability of Farrar as her partner.

During his stay, Christian becomes intrigued by Signor Bruno, an Italian exile living in the village. Bruno is a charming, elderly man who claims to have fled Italy due to political persecution. However, Christian suspects that Bruno is not who he claims to be, recognizing his face from somewhere in the past. Christian's suspicions are heightened when he receives a letter from his editor about political unrest in Paris, involving English-manufactured rifles found in the hands of the Parisian mob.

Christian's curiosity about Bruno leads him to sketch the old man's profile and send it to a friend in Paris for identification. Meanwhile, he learns more about the disturbances in Paris and the potential involvement of influential figures. Despite the peaceful countryside setting, Christian's journalistic instincts keep him alert to the unfolding political drama.

As Christian spends more time with the Carews, he grapples with his feelings for Hilda and the demands of his career. He is torn between the peaceful life he experiences in the country and the urgent call of his work in the city. His interactions with Hilda reveal a deepening connection, but both are aware of the barriers between them.

The narrative shifts back to Paris, where the Citizen Morot, a key figure in the political unrest, orchestrates a street demonstration. The scene is chaotic, with barricades and a mob, but Morot remains calm, seeing the potential for change. He is involved in a complex web of intrigue, using the people's discontent to further his own ends.

Back in England, Christian's investigation into Signor Bruno continues. He becomes more convinced of the old man's duplicity and potential connection to the political turmoil in France. As he delves deeper, Christian realizes that the events in Paris may have far-reaching implications, possibly endangering those around him.

The story weaves together themes of political intrigue, personal duty, and the complexities of human relationships. Christian Vellacott is a man caught between his responsibilities and his desires, navigating a world where appearances are deceptive and motives are hidden. As he seeks the truth, he must confront his own feelings and the choices that will shape his future.",,,,,,,,,,,,,,,,,,,,,
Ranald Bannerman's Boyhood,9301,George MacDonald,36,99100,,False,False,False,,,,"The narrative begins with Ranald Bannerman, a young boy growing up in a rural Scottish parish, recounting his childhood experiences. His father, a solemn and gentle clergyman, oversees a small parish, and Ranald is one of four sons in the family. The family lives a simple life, supplemented by farming to make ends meet. Ranald's mother is an invalid, and much of the household's daily management falls to Mrs. Mitchell, the grim and unfriendly housekeeper, whom the children dislike. In contrast, Kirsty, who manages the farm's household, is beloved by the children for her kindness and storytelling.

Ranald's early years are marked by freedom and adventure, exploring the countryside and engaging in various escapades with his brothers and their friend Turkey, the farm's cowherd. Turkey is an older boy, full of practical knowledge and courage, who becomes a close companion and mentor to Ranald. The boys often find themselves at odds with Mrs. Mitchell, who is strict and often complains about them to their father.

As Ranald grows, he begins to attend school, first under the stern and unkind Mrs. Shand, whom he quickly escapes from, and later under Kirsty's informal tutelage. Kirsty teaches Ranald and his brothers to read, fostering a love for learning and storytelling in the children. Ranald's father, though busy with his parish duties, is a guiding presence in his life, teaching him about faith, morality, and the importance of doing right.

Ranald's adventures include encounters with the local folklore, such as stories of kelpies and other mythical creatures, often told by Kirsty. These tales fuel the children's imaginations and provide a backdrop to their rural life. One significant adventure involves Ranald and Turkey attempting to uncover the dishonest practices of Mrs. Mitchell, who is suspected of stealing from the poor. Their investigation leads to Mrs. Mitchell's departure, and Kirsty takes over her duties, much to the children's delight.

As Ranald matures, he becomes more aware of the complexities of life and relationships. He develops a fondness for Elsie Duff, a sweet and gentle girl from the village, and spends time with her and Turkey, who also harbors feelings for Elsie. This innocent affection is part of Ranald's journey from boyhood to adolescence.

Eventually, Ranald leaves home to attend a grammar school in the county town and later prepares for university. During his studies, he returns home to find that Elsie has died, a loss that deeply affects him and Turkey, revealing the depth of Turkey's feelings for her. This event marks a turning point for Ranald, signifying the end of his childhood and the beginning of his adult life.

The narrative closes with Ranald reflecting on the lessons he learned from his father, Turkey, and his experiences in the Scottish countryside, shaping him into the person he has become. Through the joys and challenges of his early years, Ranald gains a sense of identity and purpose, rooted in the values of kindness, courage, and integrity.",,,,,,,,,,,,,,,,,,,,,
The Room in the Dragon Volant,9502,Joseph Sheridan Le Fanu,26,65277,,False,False,False,,,,"In the year 1815, a young Englishman of twenty-three, having recently inherited a significant sum, embarks on a journey to Paris, eager to explore the continent opened to travelers after Napoleon's fall. During his journey from Brussels to Paris, he encounters a carriage in distress, offering his assistance. Inside the carriage is a mysterious lady with a captivating presence, though hidden beneath a thick black veil, and an old gentleman who thanks him profusely. The gentleman, an invalid, wears a black muffler and wig, while the lady speaks in sweet, broken English. Intrigued by the noble appearance of the travelers and the peculiar arms on their carriage, the young man becomes fascinated by them.

Upon reaching Paris, he stays at the Belle Étoile inn and becomes further entangled with the mysterious pair, particularly the lady, whom he suspects to be the Countess de St. Alyre. His curiosity and romantic inclinations lead him to follow them, even as he encounters various other characters, including the enigmatic Marquis d'Harmonville, who introduces himself as Monsieur Droqville. The Marquis, a man of influence and mystery, offers guidance and warns the young man of the dangers in Paris, particularly the sophisticated scams targeting wealthy foreigners.

The young Englishman becomes embroiled in a series of strange and sinister events, including a masquerade ball at Versailles, where he is further captivated by the Countess. She confides in him about her unhappy marriage to the jealous Count de St. Alyre and her desire to escape with her valuable diamonds. The young man, driven by infatuation and a sense of adventure, agrees to assist her, despite the danger.

As the plot unfolds, he discovers a hidden passage in his room at the Dragon Volant inn, which leads to a secret stairway and an escape route. The Countess arranges a clandestine meeting, during which she reveals her plan to flee with him, bringing her diamonds as their shared fortune. However, the young man finds himself drugged and paralyzed, unable to move or speak, as the Count and his accomplices, including the Marquis, orchestrate a plot to rob him and dispose of him in a coffin intended for another.

The young man's predicament is dire, but the intervention of the police, tipped off by an informer, saves him from being buried alive. The Count and Countess are arrested, and their elaborate scheme is uncovered. The Countess, who turns out to be an actress involved in numerous deceptions, is imprisoned, while the Count is executed. The young man, having narrowly escaped death, reflects on his reckless adventure and the lessons learned.

Throughout the narrative, themes of deception, romance, and the dangers of infatuation are explored, set against the backdrop of post-Napoleonic Paris. The young man's journey from naive adventurer to a wiser individual is marked by his encounters with the alluring yet dangerous Countess and the treacherous plots that threaten his life.",,,,,,,,,,,,,,,,,,,,,
Mr. Justice Raffles,9806,E. W. Hornung,19,91834,,False,False,False,,,,"In the novel, the story begins with Raffles, a charming and skilled gentleman thief, mysteriously disappearing from town. His friend and accomplice, Bunny Manders, receives a telegram from Raffles, asking him to meet at Charing Cross. When Raffles returns, he is gaunt and exhausted, having been to Carlsbad. Raffles explains to Bunny that he had followed a wealthy couple, the Levys, to Carlsbad after a chance encounter at the Savoy, where he observed their lavish emerald necklace. Raffles reveals he had taken the necklace but returned it after realizing it was a ploy by Mrs. Levy to delay their trip.

The narrative unfolds with Raffles and Bunny involved in a series of intricate plots and schemes, primarily revolving around financial troubles and debts. Bunny learns of Teddy Garland, a young cricketer and friend of Raffles, who is in financial distress due to debts owed to Dan Levy, a notorious moneylender. Raffles, determined to help Teddy, devises a plan to retrieve a compromising letter from Levy’s possession, which is crucial to Levy’s ongoing libel case. The letter, supposedly a forgery, is in the hands of Levy's solicitors, Burroughs and Burroughs.

Raffles and Bunny's escapades involve a mix of daring burglaries, clever deceptions, and encounters with Levy, who becomes a formidable adversary. Levy suspects Raffles of stealing his wife’s necklace and attempts to use this against him. However, Raffles, with his wit and charm, manages to stay ahead, even as Levy tries to manipulate the situation to his advantage.

The story also delves into the personal lives of the characters. Teddy Garland's engagement to Camilla Belsize adds emotional depth, with Camilla expressing concern over the influence of Raffles on Teddy. Despite her suspicions, Camilla remains loyal to Teddy, even as his financial troubles threaten their future.

As the plot thickens, Raffles and Bunny find themselves in increasingly precarious situations, balancing their friendship with the Garlands and their own safety. Raffles's cunning plans often involve intricate forgeries and strategic deceptions, aiming to outwit Levy and protect his friends.

The climax of the tale is a high-stakes confrontation between Raffles and Levy, where Raffles proposes a daring scheme to retrieve the letter and secure the Garlands' future. Despite the risks, Raffles's motivation is not solely altruistic; he is driven by the challenge and the thrill of the game.

Throughout the novel, the themes of loyalty, deception, and the blurred lines between right and wrong are explored. Raffles, with his complex moral code, navigates the world of crime with a sense of honor and loyalty to his friends, while Bunny remains a loyal accomplice, despite his occasional moral qualms.

In the end, the novel leaves readers contemplating the nature of justice and the character of Raffles, a gentleman thief who operates by his own rules in a world where morality is as fluid as his shifting alliances.",,,,,,,,,,,,,,,,,,,,,
City of Endless Night,9862,Milo Hastings,14,114752,,False,False,False,,,,"The narrative unfolds in a future dystopian Berlin, a city isolated from the world and entirely roofed in, where the German race has survived for centuries through a rigidly controlled society. The protagonist, a man from the World State, finds himself trapped in this city after assuming the identity of Karl Armstadt, a German chemist who perished in a mine explosion. Living as Armstadt, he navigates the complexities of this highly stratified society, where people are bred for specific roles, and knowledge is tightly controlled.

Berlin is a city of sixty levels, each dedicated to different functions, from industrial work to the residences of the elite. The protagonist learns about the social structure, including the laborers bred for physical strength, the intellectuals for their mental prowess, and the Royal House, which claims divine blood. The city survives on synthetic foods, with protium, a rare element, being essential for synthesizing protein. The protagonist, using his knowledge from the outside world, discovers a method to increase the extraction of protium, which gives him significant leverage.

Throughout his time in Berlin, the protagonist encounters various characters who reveal the city's inner workings and the oppressive nature of its social order. Dr. Ludwig Zimmern, the Chief of the Eugenic Staff, and Col. Hellar of the Information Staff, are part of a small group that secretly opposes the current regime and hopes to end Berlin's isolation by reaching out to the World State. They see the protagonist as a potential ally due to his unique knowledge and position.

The protagonist also becomes entangled with two women: Bertha, a cunning inhabitant of the Level of Free Women who deceives him with her feigned innocence, and Marguerite, a woman of noble birth relegated to the same level due to her illegitimacy. Marguerite, however, is intelligent and shares the protagonist's desire for a life beyond the confines of Berlin. Their relationship grows, but the protagonist is torn by the knowledge that Marguerite is under the protection of Dr. Zimmern, who treats her as a daughter.

The protagonist's discovery and control over the protium extraction process lead to a confrontation with Emperor Eitel I. He demands Marguerite's restoration to her rightful place in the Royal Level as a condition for revealing his secret. Although initially imprisoned, the protagonist's bluff works, and the Emperor relents, restoring Marguerite's status. This victory, however, comes with the condition that the protagonist and Marguerite must wait two years before they can marry, allowing them to integrate into Royal Society.

The story explores themes of power, control, and rebellion within a highly mechanized and socially engineered society. The protagonist's journey is one of navigating and ultimately challenging the oppressive system, with the hope of liberating the German people by reconnecting them with the world outside. The narrative ends with a sense of possibility, as the protagonist's actions set the stage for potential change and the eventual collapse of Berlin's isolation.",,,,,,,,,,,,,,,,,,,,,
A Voyage to the Moon,10005,George Tucker,17,99295,,False,False,False,,,,"The narrative follows a character named Atterley, who embarks on a remarkable journey to the moon with a learned Brahmin. Atterley starts by recounting his life on Earth, his education, marriage, and the tragic death of his wife, which leads him to seek solace in travel. During a voyage, his ship founders off the Burman coast, and he ends up in the company of a Brahmin who possesses extraordinary knowledge.

The Brahmin reveals to Atterley a secret about a metal with properties that allow for anti-gravity, which he has used to travel to the moon. Intrigued and eager for adventure, Atterley agrees to accompany the Brahmin on a lunar expedition. They prepare a copper vessel equipped with the mysterious metal and other necessary provisions for the voyage.

Their journey to the moon is fraught with challenges, including adjusting to the reduced gravity and managing their air supply. Upon arrival, they find the moon inhabited by beings similar to humans, though with distinct cultural and physical differences. The inhabitants, called Lunarians, have a society with its own unique customs, politics, and philosophies.

Atterley and the Brahmin explore the lunar city of Alamatua, observing its architecture, social structures, and the peculiar fashions of the Lunarian women, who adorn themselves to resemble birds. They encounter a variety of characters, including fortune-tellers, philosophers, and a miser obsessed with hoarding metal nails. The Brahmin and Atterley also witness a form of predatory warfare among the Lunarians, which mirrors some of Earth's historical conflicts.

Throughout their stay, Atterley learns about the Lunarians’ daily lives, their long days and nights, and the celestial phenomena from the lunar perspective. The Brahmin engages in discussions about the potential origins of the moon and the similarities between lunar and terrestrial life, suggesting that the moon might have once been part of the Earth.

Their observations and experiences on the moon provide Atterley with insights into human nature, societal structures, and the folly of certain human behaviors, such as greed and war. The narrative concludes with Atterley reflecting on the journey and the profound, yet sometimes absurd, similarities between life on Earth and the moon. The story is a satirical exploration of human society, using the moon as a mirror to reflect the eccentricities and follies of humanity.",,,,,,,,,,,,,,,,,,,,,
Kazan,10084,James Oliver Curwood,27,91145,,False,False,False,,,,"Kazan, a unique mix of wolf and husky, is caught between two worlds—the wild and the domestic. His journey begins with a life of hardship as a sledge-dog, enduring the harshness of the wilderness and the brutality of man. Despite the challenges, Kazan's life takes a pivotal turn when he encounters a kind woman who shows him compassion and love, awakening a different side of him. This woman becomes a symbol of warmth and safety, a stark contrast to the harshness he has known.

Amidst this backdrop, Kazan meets Gray Wolf, a wild wolf whose life is marked by tragedy when a lynx blinds her and kills her pups. Together, Kazan and Gray Wolf form a deep bond, navigating the complexities of survival and companionship in the wild. Their relationship embodies loyalty and an unspoken understanding that transcends words, as Gray Wolf becomes Kazan's mate and guide.

The narrative unfolds with Kazan's struggle between his loyalty to Gray Wolf and the pull of human companionship, particularly the woman's. This internal conflict is heightened when Kazan is captured by a man named Sandy McTrigger, who subjects him to cruelty in an attempt to exploit Kazan's fighting prowess. However, Kazan's spirit remains unbroken, and he eventually escapes, drawn back to Gray Wolf and the life they shared.

As Kazan and Gray Wolf journey together, they face numerous challenges, including a fierce battle with a lynx that leaves Gray Wolf permanently blind. Despite her blindness, Gray Wolf's senses sharpen, and she becomes an indispensable partner to Kazan, guiding him through the wilderness.

The story reaches a climax when Kazan and Gray Wolf's bond is tested by the presence of humans once more. Kazan is torn between the call of the wild and the warmth of human affection, especially from the woman who once showed him kindness. However, the pull of the wild and his loyalty to Gray Wolf ultimately prevail, leading him to choose the life of freedom and companionship with her.

In the end, Kazan's journey is one of self-discovery and acceptance of his dual nature. He finds peace in the wilderness with Gray Wolf, understanding that his place is with her, away from the conflicts of the human world. The story concludes with Kazan returning to Gray Wolf, leaving behind the world of humans to embrace the life of the wild, where he truly belongs.",,,,,,,,,,,,,,,,,,,,,
An Antarctic Mystery,10339,Jules Verne,26,113825,,False,False,False,,,,"The narrative begins with the introduction of the schooner _Halbrane_, captained by Len Guy, a reserved man with a deep-seated secret. The ship is primarily used for trade in the southern seas, but it's heavily armed due to the threat of pirates. The story is set in motion when a passenger, Mr. Jeorling, a curious and adventurous American, seeks passage on the _Halbrane_ to leave the remote Kerguelen Islands.

Jeorling learns about Captain Len Guy's obsession with the fate of his brother, William Guy, the captain of the lost ship _Jane_, which disappeared in the Antarctic seas. The _Jane_ had previously rescued Arthur Gordon Pym and Dirk Peters, two characters from Edgar Allan Poe's narrative. Captain Len Guy believes his brother and some crew members might still be alive on the mysterious Tsalal Island, and he is determined to find them.

As the _Halbrane_ sails south, Jeorling becomes increasingly intrigued by the captain's mission and the possibility that Poe's narrative might be based on true events. The crew is skeptical but follows their captain, driven by loyalty and the promise of adventure. Along the way, they encounter various challenges, including navigating through treacherous icebergs and dealing with the harsh Antarctic climate.

The tension rises when the crew discovers a frozen body on a drifting iceberg, which turns out to be Patterson, the mate of the _Jane_. This discovery confirms the authenticity of the narrative and strengthens Captain Guy's resolve to continue the search. The _Halbrane_ eventually reaches the vicinity of Tsalal Island, where they find remnants of the _Jane_ and evidence that some of its crew might have survived.

The narrative takes a dramatic turn when a mutiny led by the sealing-master Hearne occurs. Hearne and some crew members attempt to seize the ship's only boat to escape back north, leaving the others stranded. However, their plan fails, and they are lost at sea. The remaining crew, including Jeorling, Captain Len Guy, and Dirk Peters, are left to fend for themselves in the harsh Antarctic environment.

As they continue their search, they come across a strange magnetic phenomenon that affects their navigation instruments and encounter a mysterious landmass resembling a sphinx. Here, they find a boat with the surviving members of the _Jane_, including William Guy. The reunion is bittersweet, as the harsh conditions have taken a toll on the survivors.

In the end, the crew of the _Halbrane_ and the survivors of the _Jane_ face the challenge of returning to civilization. Their journey is fraught with danger, but they are driven by the hope of survival and the desire to share their incredible story with the world. The narrative concludes with the acknowledgment that while many mysteries of the Antarctic remain unsolved, the courage and determination of explorers like Captain Len Guy and his crew continue to push the boundaries of human exploration.",,,,,,,,,,,,,,,,,,,,,
The Boss of Little Arcady,10358,Harry Leon Wilson,30,124653,,False,False,False,,,,"In a quaint town of Little Arcady, life unfolds with a blend of humor, drama, and the unexpected. The narrative is set in the late 19th century, capturing the essence of a small community where every individual's actions ripple through the social fabric. Central to the story is Colonel J. Rodney Potts, a character whose presence becomes both a comedic and dramatic catalyst for the town's events.

The tale begins with Potts, a lawyer of questionable repute, who finds himself at the heart of a local scandal. After an incident where he falls into a mill-race, Potts becomes the subject of ridicule and gossip, leading to a humorous yet biting editorial in the local newspaper, the _Little Arcady Argus_, run by the witty and somewhat sardonic Solon Denney. Solon, known for his peculiar blend of seriousness and frivolity, uses his newspaper as a platform to both inform and entertain the townsfolk, often with a touch of satire.

As the story progresses, Potts, despite his dubious reputation, decides to run for the position of County Judge, much to the amusement and horror of the town. His candidacy is a strategic move by the Democratic leaders to split the Republican vote, but it also becomes a personal crusade for Potts, who seems oblivious to the town's disdain. His campaign is bolstered by a series of letters from prominent citizens, including Asa Bundy, the local banker, and Marvin Chislett, a store owner, all of whom have been coerced or tricked into writing glowing testimonials about him.

Meanwhile, Solon Denney, who initially orchestrated Potts's departure from the town with a clever scheme involving a purse of money and letters of recommendation, finds himself in a bind. The town, once grateful for Solon's cunning plan to rid them of Potts, now turns to him again to solve the new problem of Potts's candidacy. Solon, known as the ""Boss of Little Arcady,"" faces pressure to maintain his reputation and influence.

In a twist of fate, Solon receives a letter from Mrs. J. Rodney Potts, who announces her intention to join her husband in Little Arcady. Solon sees an opportunity in this development and, with the help of Billy Durgin, a young and enthusiastic amateur detective, he sets a plan in motion. Billy, who idolizes fictional detectives and yearns for adventure, is tasked with delivering the news of Mrs. Potts's impending arrival to the Colonel.

The revelation of Mrs. Potts's arrival sends Potts into a panic. The prospect of facing his wife, whom he had possibly left under less than honorable circumstances, is too much for him to bear. Potts hastily borrows money, purchases a bottle of whiskey, and leaves town on a freight train, effectively ending his campaign and his troublesome presence in Little Arcady.

The denouement sees Solon Denney vindicated, his reputation as the clever manipulator of town affairs restored. The townspeople, including the skeptical Westley Keyts, acknowledge Solon's deft handling of the situation, and life in Little Arcady returns to its gentle, humorous rhythm. The narrative, rich with character and local color, captures the charm and idiosyncrasies of small-town life, where every action, no matter how trivial, can have significant consequences.",,,,,,,,,,,,,,,,,,,,,
The Rayner-Slade Amalgamation,10443,J. S. Fletcher,35,116613,,False,False,False,,,,"In the gripping narrative, the story unfolds on the night of May 12, 1914, when Marshall Allerdyke, a successful manufacturer from Bradford, receives a mysterious telegram from his cousin James Allerdyke, who is on board the SS Perisco. James requests Marshall to meet him in Hull for urgent business. Marshall, accustomed to his cousin's ways, immediately sets off for Hull with his chauffeur, Gaffney. However, upon arrival at the Station Hotel, Marshall is shocked to find James dead in his room, seemingly from heart failure. Despite this appearance, Marshall is suspicious, especially after discovering James had been carrying valuable jewels for a Russian princess.

As the investigation begins, Marshall learns from Dr. Lydenberg, a fellow passenger and acquaintance of James, that James had shown signs of heart strain. However, Marshall's suspicion deepens when he finds a diamond shoe buckle in James's room, suggesting a woman's presence. This leads him to question the hotel's staff and other guests, including a mysterious lady, Miss Celia Lennard, who had left the hotel abruptly in the middle of the night.

The narrative then shifts to Franklin Fullaway, an American intermediary, who reveals that James was involved in a deal to sell the jewels of Princess Nastirsevitch, worth a quarter of a million pounds. Fullaway and Marshall team up to unravel the mystery, suspecting foul play and a possible connection to a gang of international thieves.

Their investigation takes them to Edinburgh, where they discover that Celia Lennard is actually Zélie de Longarde, a famous soprano. She had been robbed of her jewels, similar to the theft from James. The narrative intensifies as they connect the dots between the thefts and a potential conspiracy involving a chemist named Otto Schmall, and other accomplices like Van Koon and Merrifield, who are suspected of orchestrating the crimes.

The story reaches a climax when Marshall and Fullaway, aided by the police, uncover that the murders and thefts are part of a larger scheme by a clever gang. They manage to recover the stolen jewels and bring the culprits to justice, although not without realizing the cunning and danger involved in such high-stakes thefts.

Throughout the narrative, Marshall Allerdyke's determination to uncover the truth about his cousin's death drives the plot, leading to the revelation of a complex web of deceit, murder, and theft, ultimately resolved through a combination of clever detective work and sheer persistence. The story is a thrilling blend of mystery and suspense, set against the backdrop of early 20th-century England, with a rich cast of characters embroiled in a high-stakes game of crime and justice.",,,,,,,,,,,,,,,,,,,,,
